Main.InterpolationAngles.t,Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.CMC1Flexion,Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.CMC1Abduction,Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.MCP1Flexion,Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.MCP1Abduction,Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.DIP1,Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.MCP2[0],Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.MCP2[1],Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.PIP2,Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.DIP2,Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.MCP3[0],Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.MCP3[1],Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.PIP3,Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.DIP3,Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.MCP4[0],Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.MCP4[1],Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.PIP4,Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.DIP4,Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.MCP5[0],Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.MCP5[1],Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.PIP5,Main.InterpolationAngles.JointAngleOutputs.OutputFile_RightDetailedHand.DIP5
     0.000000000000000,     0.243298897728005,    -0.117286125733782,     0.051487212933913,     0.097040306410698,    -0.023911010752319,     0.023212879051526,     0.049043751981036,     0.337023078558642,     0.227067335501891,    -0.001570796326731,     0.056374134839412,     0.313112067807363,     0.232303323356732,     0.002967059728345,     0.020943951023931,     0.308399678827039,     0.239284640362903,     0.069115038378977,     0.028448866807508,     0.295484242361319,     0.204203522370866
     0.005376344086022,     0.244416172351264,    -0.116727488422171,     0.051312688566522,     0.096726733998761,    -0.024085543677474,     0.023561730287783,     0.048381345449032,     0.336570475218948,     0.226789024980697,    -0.002058687049553,     0.056235095352393,     0.312065556888980,     0.231640916908122,     0.002583178514019,     0.021292793701946,     0.307214119864026,     0.238832028549597,     0.069325056184577,     0.028936757530541,     0.293810578062518,     0.203889950071396
     0.010752688172043,     0.245430929099014,    -0.116235522539373,     0.051459794027678,     0.096660416010942,    -0.024085543677522,     0.024030705649096,     0.048140262805559,     0.336646593803572,     0.226892802759267,    -0.002624805813241,     0.056199602130332,     0.311332508146711,     0.231369009499229,     0.001707692767178,     0.021645488584184,     0.306298472005787,     0.238730216907119,     0.069080807969848,     0.029472051528263,     0.292859436981704,     0.203854456632936
     0.016129032258065,     0.246299748043333,    -0.116034358033384,     0.051517250121887,     0.096486670447204,    -0.024115580865578,     0.023909134052884,     0.047996554429830,     0.336613938261262,     0.226832728310819,    -0.003526325754277,     0.056345974350665,     0.310781188668428,     0.230875146115142,     0.000662464414315,     0.021993025238240,     0.305543324249084,     0.238380061898692,     0.068499451231195,     0.030023416460824,     0.292280698561149,     0.203824419372551
     0.021505376344086,     0.247118193952129,    -0.115741596443720,     0.051661746948180,     0.096342175799232,    -0.024227972838285,     0.023588211938426,     0.048028659283429,     0.335996308050014,     0.226247201864007,    -0.004517430103299,     0.056522402906364,     0.309958796252523,     0.230229354289973,    -0.000509012819127,     0.022197786353831,     0.304548275571319,     0.237734268984386,     0.067236028105603,     0.030368730073780,     0.291342144057063,     0.203383388662830
     0.026881720430108,     0.247376772673629,    -0.115863335653807,     0.051809752912158,     0.096521990192957,    -0.024053735247776,     0.023678142718752,     0.048350902837915,     0.335621532600840,     0.226014855575594,    -0.005072017526537,     0.056696674817737,     0.309145582134279,     0.229674765253637,    -0.001528307278335,     0.022488220672063,     0.303703252216778,     0.237031674790596,     0.066158658462691,     0.030516734424729,     0.290793098309725,     0.203119234751255
     0.032258064516129,     0.247840506850635,    -0.115889862040742,     0.051983559505705,     0.096869526567315,    -0.023911010480469,     0.023561823904388,     0.048729407941496,     0.335305001238957,     0.225667318924486,    -0.005263294489397,     0.056870421045925,     0.308923277626664,     0.229188982754608,    -0.002067141162605,     0.022483574316661,     0.303221948651166,     0.236488360147504,     0.065298845494058,     0.030395749058619,     0.290597320782256,     0.202776253579888
     0.037634408602151,     0.248044416532130,    -0.115740713631453,     0.052010811730035,     0.097073438757534,    -0.023728732183142,     0.023594666647937,     0.049375202561324,     0.335062338355215,     0.225247996072209,    -0.005053725421294,     0.056897857799910,     0.308890142643634,     0.228946317226085,    -0.001945151032892,     0.022307152260457,     0.303271961557887,     0.235953018498001,     0.064918523350914,     0.030335436018806,     0.290680204371059,     0.202384185349944
     0.043010752688172,     0.248185817594805,    -0.115682520158342,     0.052043622969361,     0.097363720164327,    -0.023529133684325,     0.023703642241634,     0.049749047325899,     0.334572460499873,     0.224467836851311,    -0.004919733211614,     0.056897741490226,     0.308418177760663,     0.228274751889028,    -0.002101544190316,     0.022165670585155,     0.302840281409842,     0.235256068881893,     0.064421153731078,     0.030194165838261,     0.290157843181038,     0.201752904549223
     0.048387096774194,     0.248004446030843,    -0.115689531316859,     0.052217985154846,     0.097538105322267,    -0.023387410229667,     0.023380551274012,     0.049949022946351,     0.334372444187360,     0.224093435547414,    -0.005061454821011,     0.056897719259412,     0.308373877240687,     0.227939998691234,    -0.002236270948475,     0.022016931851616,     0.302995995332591,     0.234921315692556,     0.064228166405984,     0.029864063694798,     0.290462265226455,     0.201585528678145
     0.053763440860215,     0.247501248853153,    -0.116050834337269,     0.052510297354004,     0.097714318528317,    -0.023271676881271,     0.022842689422802,     0.050090949532345,     0.334010775470022,     0.223555546949840,    -0.005096133077138,     0.057048140504519,     0.308399678827397,     0.227754895817594,    -0.002094395102424,     0.021840735233293,     0.303198362865465,     0.234736219277892,     0.064193438226999,     0.029485505695712,     0.290956938518163,     0.201550837454297
